district,state,latitude,longitude,crimeType,severity,year,timeOfDay,caseCount,source
Visakha Rural,Andhra Pradesh,15.289837,80.028933,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Visakha Rural,Andhra Pradesh,15.788846,79.665245,ASSAULT_ON_WOMEN,MEDIUM,2006,AFTERNOON,1,synthetic
Visakha Rural,Andhra Pradesh,15.727592,80.073919,INSULT_TO_MODESTY,MEDIUM,2006,NIGHT,1,synthetic
Visakha Rural,Andhra Pradesh,16.491636,79.782158,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
Visakhapatnam,Andhra Pradesh,17.572835,83.248489,RAPE,HIGH,2006,MORNING,1,synthetic
Visakhapatnam,Andhra Pradesh,17.679625,83.024655,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Visakhapatnam,Andhra Pradesh,17.779027,83.135186,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Visakhapatnam,Andhra Pradesh,17.912566,83.278439,ASSAULT_ON_WOMEN,MEDIUM,2006,EVENING,1,synthetic
Visakhapatnam,Andhra Pradesh,17.503892,83.377057,INSULT_TO_MODESTY,MEDIUM,2006,NIGHT,1,synthetic
Visakhapatnam,Andhra Pradesh,17.812982,83.13441,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
Vizianagaram,Andhra Pradesh,18.13103,83.367694,RAPE,HIGH,2006,EVENING,1,synthetic
Vizianagaram,Andhra Pradesh,18.072873,83.307894,KIDNAPPING_ABDUCTION,HIGH,2006,AFTERNOON,1,synthetic
Vizianagaram,Andhra Pradesh,18.147813,83.315563,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Vizianagaram,Andhra Pradesh,18.052529,83.489828,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Vizianagaram,Andhra Pradesh,18.284779,83.325416,INSULT_TO_MODESTY,MEDIUM,2006,EVENING,1,synthetic
Vizianagaram,Andhra Pradesh,18.065548,83.499991,CRUELTY_BY_HUSBAND,MEDIUM,2006,AFTERNOON,1,synthetic
Warangal,Andhra Pradesh,17.986557,79.801069,RAPE,HIGH,2006,NIGHT,1,synthetic
Warangal,Andhra Pradesh,17.861966,79.457692,KIDNAPPING_ABDUCTION,HIGH,2006,MORNING,1,synthetic
Warangal,Andhra Pradesh,18.125407,79.656648,DOWRY_DEATH,HIGH,2006,AFTERNOON,1,synthetic
Warangal,Andhra Pradesh,18.089811,79.56291,ASSAULT_ON_WOMEN,MEDIUM,2006,EVENING,1,synthetic
Warangal,Andhra Pradesh,17.841177,79.668802,INSULT_TO_MODESTY,MEDIUM,2006,NIGHT,1,synthetic
Warangal,Andhra Pradesh,18.001299,79.616455,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
West Godavari,Andhra Pradesh,16.0695,79.299335,RAPE,HIGH,2006,AFTERNOON,1,synthetic
West Godavari,Andhra Pradesh,15.843058,79.673897,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
West Godavari,Andhra Pradesh,15.766865,79.730973,DOWRY_DEATH,HIGH,2006,MORNING,1,synthetic
West Godavari,Andhra Pradesh,15.837358,79.917343,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
West Godavari,Andhra Pradesh,16.33214,80.159773,INSULT_TO_MODESTY,MEDIUM,2006,AFTERNOON,1,synthetic
West Godavari,Andhra Pradesh,16.176143,79.08944,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
Total,Andhra Pradesh,16.085115,80.168027,RAPE,HIGH,2006,NIGHT,1,synthetic
Total,Andhra Pradesh,16.380667,79.408366,KIDNAPPING_ABDUCTION,HIGH,2006,AFTERNOON,1,synthetic
Total,Andhra Pradesh,16.010236,79.450919,DOWRY_DEATH,HIGH,2006,EVENING,1,synthetic
Total,Andhra Pradesh,15.664439,79.616021,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Total,Andhra Pradesh,16.128923,80.452494,INSULT_TO_MODESTY,MEDIUM,2006,AFTERNOON,1,synthetic
Total,Andhra Pradesh,16.239368,79.894858,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Changlang,Arunachal Pradesh,19.936502,78.2438,RAPE,HIGH,2006,MORNING,1,synthetic
Changlang,Arunachal Pradesh,20.509516,79.082217,KIDNAPPING_ABDUCTION,HIGH,2006,EVENING,1,synthetic
Changlang,Arunachal Pradesh,21.192767,79.596591,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Dibang Valley,Arunachal Pradesh,21.009598,78.545373,RAPE,HIGH,2006,EVENING,1,synthetic
Dibang Valley,Arunachal Pradesh,21.493199,79.612265,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Dibang Valley,Arunachal Pradesh,20.582116,78.231772,ASSAULT_ON_WOMEN,MEDIUM,2006,EVENING,1,synthetic
K/Kumey,Arunachal Pradesh,21.099125,78.654757,RAPE,HIGH,2006,AFTERNOON,1,synthetic
K/Kumey,Arunachal Pradesh,20.70893,78.694038,KIDNAPPING_ABDUCTION,HIGH,2006,MORNING,1,synthetic
Kameng East,Arunachal Pradesh,19.667895,78.626803,RAPE,HIGH,2006,NIGHT,1,synthetic
Kameng East,Arunachal Pradesh,21.215463,78.430137,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Kameng West,Arunachal Pradesh,19.953258,79.128022,RAPE,HIGH,2006,NIGHT,1,synthetic
Kameng West,Arunachal Pradesh,20.992524,78.56184,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Kameng West,Arunachal Pradesh,19.93079,79.790968,ASSAULT_ON_WOMEN,MEDIUM,2006,AFTERNOON,1,synthetic
Lohit,Arunachal Pradesh,19.691757,79.137817,RAPE,HIGH,2006,NIGHT,1,synthetic
Lohit,Arunachal Pradesh,20.119554,79.115399,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Lohit,Arunachal Pradesh,20.412639,79.894697,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Lohit,Arunachal Pradesh,20.898057,79.746698,CRUELTY_BY_HUSBAND,MEDIUM,2006,AFTERNOON,1,synthetic
Papum Pare,Arunachal Pradesh,21.195698,79.176093,RAPE,HIGH,2006,NIGHT,1,synthetic
Papum Pare,Arunachal Pradesh,21.278996,78.830428,KIDNAPPING_ABDUCTION,HIGH,2006,AFTERNOON,1,synthetic
Papum Pare,Arunachal Pradesh,20.60666,79.445979,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Papum Pare,Arunachal Pradesh,21.403453,78.595878,INSULT_TO_MODESTY,MEDIUM,2006,EVENING,1,synthetic
Papum Pare,Arunachal Pradesh,21.172307,79.725129,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
Siang East,Arunachal Pradesh,20.116073,78.836592,RAPE,HIGH,2006,NIGHT,1,synthetic
Siang East,Arunachal Pradesh,21.161901,78.294534,KIDNAPPING_ABDUCTION,HIGH,2006,EVENING,1,synthetic
Siang East,Arunachal Pradesh,20.371362,78.193623,ASSAULT_ON_WOMEN,MEDIUM,2006,EVENING,1,synthetic
Siang East,Arunachal Pradesh,21.168567,79.94811,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Siang Upper,Arunachal Pradesh,21.462982,80.08188,RAPE,HIGH,2006,EVENING,1,synthetic
Siang Upper,Arunachal Pradesh,20.436096,77.928231,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Siang Upper,Arunachal Pradesh,21.167599,79.115746,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Siang Upper,Arunachal Pradesh,20.373326,79.136242,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
Siang West,Arunachal Pradesh,20.996323,78.596476,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Siang West,Arunachal Pradesh,20.903068,79.129235,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Siang West,Arunachal Pradesh,20.369516,79.123882,INSULT_TO_MODESTY,MEDIUM,2006,EVENING,1,synthetic
Siang West,Arunachal Pradesh,19.897697,79.322901,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Subansiri Lower,Arunachal Pradesh,21.422976,78.777458,RAPE,HIGH,2006,NIGHT,1,synthetic
Subansiri Lower,Arunachal Pradesh,20.847116,78.893799,KIDNAPPING_ABDUCTION,HIGH,2006,EVENING,1,synthetic
Subansiri Lower,Arunachal Pradesh,19.92273,79.832045,ASSAULT_ON_WOMEN,MEDIUM,2006,EVENING,1,synthetic
Subansiri Upper,Arunachal Pradesh,19.437169,78.599722,RAPE,HIGH,2006,NIGHT,1,synthetic
Subansiri Upper,Arunachal Pradesh,20.553719,78.301414,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Subansiri Upper,Arunachal Pradesh,19.72224,79.937337,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Subansiri Upper,Arunachal Pradesh,20.519604,78.943695,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
Tawang,Arunachal Pradesh,21.318202,78.993213,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Tirap,Arunachal Pradesh,21.133566,78.878532,RAPE,HIGH,2006,EVENING,1,synthetic
Tirap,Arunachal Pradesh,20.489456,79.793056,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Tirap,Arunachal Pradesh,21.696663,79.697927,DOWRY_DEATH,HIGH,2006,MORNING,1,synthetic
Total,Arunachal Pradesh,20.296561,78.330112,RAPE,HIGH,2006,MORNING,1,synthetic
Total,Arunachal Pradesh,21.558344,79.580704,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Total,Arunachal Pradesh,21.411555,79.21348,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Total,Arunachal Pradesh,20.56788,79.077015,ASSAULT_ON_WOMEN,MEDIUM,2006,AFTERNOON,1,synthetic
Total,Arunachal Pradesh,21.614101,79.505073,INSULT_TO_MODESTY,MEDIUM,2006,NIGHT,1,synthetic
Total,Arunachal Pradesh,20.587811,79.514543,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Barpeta,Assam,26.360676,92.956238,RAPE,HIGH,2006,EVENING,1,synthetic
Barpeta,Assam,26.216686,93.083496,KIDNAPPING_ABDUCTION,HIGH,2006,EVENING,1,synthetic
Barpeta,Assam,25.975297,92.720926,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Barpeta,Assam,26.238916,93.297289,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Barpeta,Assam,26.434831,93.527145,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Baska,Assam,26.527331,92.905735,RAPE,HIGH,2006,EVENING,1,synthetic
Baska,Assam,25.933904,92.891895,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Baska,Assam,25.976446,93.039773,DOWRY_DEATH,HIGH,2006,EVENING,1,synthetic
Baska,Assam,25.697487,92.790561,ASSAULT_ON_WOMEN,MEDIUM,2006,EVENING,1,synthetic
Baska,Assam,25.929394,92.705776,CRUELTY_BY_HUSBAND,MEDIUM,2006,MORNING,1,synthetic
Bongaigaon,Assam,26.491222,93.076778,RAPE,HIGH,2006,NIGHT,1,synthetic
Bongaigaon,Assam,26.435045,92.77712,KIDNAPPING_ABDUCTION,HIGH,2006,AFTERNOON,1,synthetic
Bongaigaon,Assam,26.295537,93.09014,ASSAULT_ON_WOMEN,MEDIUM,2006,EVENING,1,synthetic
Bongaigaon,Assam,26.441936,92.487709,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Cachar,Assam,26.476371,93.351859,RAPE,HIGH,2006,NIGHT,1,synthetic
Cachar,Assam,26.43774,92.733756,KIDNAPPING_ABDUCTION,HIGH,2006,AFTERNOON,1,synthetic
Cachar,Assam,26.216253,92.890249,DOWRY_DEATH,HIGH,2006,MORNING,1,synthetic
Cachar,Assam,26.03314,93.34956,ASSAULT_ON_WOMEN,MEDIUM,2006,EVENING,1,synthetic
Cachar,Assam,25.612668,93.178643,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Chirang,Assam,26.323851,93.390483,RAPE,HIGH,2006,NIGHT,1,synthetic
Chirang,Assam,25.946525,92.744403,KIDNAPPING_ABDUCTION,HIGH,2006,EVENING,1,synthetic
Chirang,Assam,25.841667,92.615188,ASSAULT_ON_WOMEN,MEDIUM,2006,MORNING,1,synthetic
Chirang,Assam,26.347348,92.543938,CRUELTY_BY_HUSBAND,MEDIUM,2006,AFTERNOON,1,synthetic
Darrang,Assam,26.01557,92.662683,RAPE,HIGH,2006,NIGHT,1,synthetic
Darrang,Assam,26.043211,93.240403,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Darrang,Assam,26.255817,93.27879,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Darrang,Assam,25.63912,92.990782,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Darrang,Assam,25.815766,93.289236,CRUELTY_BY_HUSBAND,MEDIUM,2006,AFTERNOON,1,synthetic
Dhemaji,Assam,26.223706,93.120487,RAPE,HIGH,2006,NIGHT,1,synthetic
Dhemaji,Assam,26.259745,93.079554,KIDNAPPING_ABDUCTION,HIGH,2006,EVENING,1,synthetic
Dhemaji,Assam,26.487536,93.011351,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Dhemaji,Assam,26.697645,92.421095,ASSAULT_ON_WOMEN,MEDIUM,2006,AFTERNOON,1,synthetic
Dhemaji,Assam,26.552924,93.049537,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Dhubri,Assam,25.932257,92.506596,RAPE,HIGH,2006,NIGHT,1,synthetic
Dhubri,Assam,26.659357,92.786267,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Dhubri,Assam,26.192233,93.105973,DOWRY_DEATH,HIGH,2006,AFTERNOON,1,synthetic
Dhubri,Assam,25.913623,92.610544,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Dhubri,Assam,26.345719,92.521133,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Dibrugarh,Assam,27.615792,95.053,RAPE,HIGH,2006,NIGHT,1,synthetic
Dibrugarh,Assam,27.337056,94.720375,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Dibrugarh,Assam,27.351476,94.836154,DOWRY_DEATH,HIGH,2006,MORNING,1,synthetic
Dibrugarh,Assam,27.432817,94.971194,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Dibrugarh,Assam,27.629075,95.137278,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
G.R.P.,Assam,26.109931,92.573246,RAPE,HIGH,2006,EVENING,1,synthetic
Goalpara,Assam,26.11404,93.23228,RAPE,HIGH,2006,NIGHT,1,synthetic
Goalpara,Assam,25.932645,93.325365,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Goalpara,Assam,26.270605,93.042305,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Goalpara,Assam,25.733535,92.630318,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Goalpara,Assam,26.069356,93.341258,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Golaghat,Assam,26.321619,93.418409,RAPE,HIGH,2006,NIGHT,1,synthetic
Golaghat,Assam,25.917066,93.437246,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Golaghat,Assam,26.26034,93.235169,DOWRY_DEATH,HIGH,2006,AFTERNOON,1,synthetic
Golaghat,Assam,26.132381,93.176609,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Golaghat,Assam,26.006113,93.47235,CRUELTY_BY_HUSBAND,MEDIUM,2006,AFTERNOON,1,synthetic
Guwahati City,Assam,26.067656,91.598053,RAPE,HIGH,2006,MORNING,1,synthetic
Guwahati City,Assam,26.254907,91.854042,KIDNAPPING_ABDUCTION,HIGH,2006,EVENING,1,synthetic
Guwahati City,Assam,26.065252,91.849814,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Guwahati City,Assam,26.066173,91.739734,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Guwahati City,Assam,26.069471,91.869481,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Hailakandi,Assam,26.181768,92.731225,RAPE,HIGH,2006,EVENING,1,synthetic
Hailakandi,Assam,26.520573,92.798614,KIDNAPPING_ABDUCTION,HIGH,2006,MORNING,1,synthetic
Hailakandi,Assam,25.896699,92.684825,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Hailakandi,Assam,26.453153,93.247748,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Hailakandi,Assam,26.688746,93.317609,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
Jorhat,Assam,26.849419,93.994829,RAPE,HIGH,2006,NIGHT,1,synthetic
Jorhat,Assam,26.526737,94.200093,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Jorhat,Assam,26.710077,94.221526,ASSAULT_ON_WOMEN,MEDIUM,2006,AFTERNOON,1,synthetic
Jorhat,Assam,26.722891,94.054697,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Kamrup,Assam,26.90005,93.125422,RAPE,HIGH,2006,NIGHT,1,synthetic
Kamrup,Assam,26.329335,92.556359,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Kamrup,Assam,26.325964,92.340763,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Kamrup,Assam,26.721854,93.269244,ASSAULT_ON_WOMEN,MEDIUM,2006,EVENING,1,synthetic
Kamrup,Assam,25.709761,92.724197,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Karbi Anglong,Assam,25.919675,93.237072,RAPE,HIGH,2006,AFTERNOON,1,synthetic
Karbi Anglong,Assam,26.549238,92.686923,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Karbi Anglong,Assam,26.142373,92.780517,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Karbi Anglong,Assam,26.339183,93.1851,ASSAULT_ON_WOMEN,MEDIUM,2006,AFTERNOON,1,synthetic
Karbi Anglong,Assam,26.577108,92.936684,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
Karimganj,Assam,26.186004,92.67927,RAPE,HIGH,2006,NIGHT,1,synthetic
Karimganj,Assam,26.559571,92.929377,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Karimganj,Assam,26.649471,92.444091,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Karimganj,Assam,25.916889,93.181931,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Karimganj,Assam,25.754281,92.465215,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Kokrajhar,Assam,26.604162,92.652998,RAPE,HIGH,2006,NIGHT,1,synthetic
Kokrajhar,Assam,25.738162,92.762015,KIDNAPPING_ABDUCTION,HIGH,2006,MORNING,1,synthetic
Kokrajhar,Assam,26.4362,93.078355,DOWRY_DEATH,HIGH,2006,EVENING,1,synthetic
Kokrajhar,Assam,26.499212,92.688811,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Kokrajhar,Assam,25.747464,92.581384,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Lakhimpur,Assam,26.258067,92.544506,RAPE,HIGH,2006,MORNING,1,synthetic
Lakhimpur,Assam,25.99437,92.674617,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Lakhimpur,Assam,25.789758,93.297376,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Lakhimpur,Assam,26.770931,92.839172,ASSAULT_ON_WOMEN,MEDIUM,2006,EVENING,1,synthetic
Lakhimpur,Assam,25.889674,92.904059,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Morigaon,Assam,26.496029,92.476666,RAPE,HIGH,2006,AFTERNOON,1,synthetic
Morigaon,Assam,25.899342,92.98031,KIDNAPPING_ABDUCTION,HIGH,2006,MORNING,1,synthetic
Morigaon,Assam,26.5604,92.115345,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Morigaon,Assam,26.229313,93.149952,ASSAULT_ON_WOMEN,MEDIUM,2006,MORNING,1,synthetic
Morigaon,Assam,26.534472,92.50776,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
N.C.Hills,Assam,26.079551,92.399827,RAPE,HIGH,2006,EVENING,1,synthetic
N.C.Hills,Assam,26.810957,93.076701,KIDNAPPING_ABDUCTION,HIGH,2006,AFTERNOON,1,synthetic
N.C.Hills,Assam,26.448767,92.571241,ASSAULT_ON_WOMEN,MEDIUM,2006,AFTERNOON,1,synthetic
N.C.Hills,Assam,26.136339,93.367665,CRUELTY_BY_HUSBAND,MEDIUM,2006,MORNING,1,synthetic
Nagaon,Assam,26.034485,93.222232,RAPE,HIGH,2006,EVENING,1,synthetic
Nagaon,Assam,26.202573,93.285063,KIDNAPPING_ABDUCTION,HIGH,2006,AFTERNOON,1,synthetic
Nagaon,Assam,26.305964,92.559952,DOWRY_DEATH,HIGH,2006,EVENING,1,synthetic
Nagaon,Assam,26.416853,93.211238,ASSAULT_ON_WOMEN,MEDIUM,2006,AFTERNOON,1,synthetic
Nagaon,Assam,26.484436,93.068165,INSULT_TO_MODESTY,MEDIUM,2006,MORNING,1,synthetic
Nagaon,Assam,26.182888,93.079431,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
Nalbari,Assam,26.306407,92.449516,RAPE,HIGH,2006,EVENING,1,synthetic
Nalbari,Assam,25.971648,93.10871,KIDNAPPING_ABDUCTION,HIGH,2006,EVENING,1,synthetic
Nalbari,Assam,26.428074,92.940129,DOWRY_DEATH,HIGH,2006,AFTERNOON,1,synthetic
Nalbari,Assam,25.949465,93.396983,ASSAULT_ON_WOMEN,MEDIUM,2006,MORNING,1,synthetic
Nalbari,Assam,26.160843,92.681128,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
R.P.O.,Assam,26.55086,93.236088,RAPE,HIGH,2006,NIGHT,1,synthetic
Sibsagar,Assam,23.743554,78.805818,RAPE,HIGH,2006,NIGHT,1,synthetic
Sibsagar,Assam,23.976794,78.842613,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Sibsagar,Assam,24.026298,78.671976,DOWRY_DEATH,HIGH,2006,AFTERNOON,1,synthetic
Sibsagar,Assam,23.959062,78.791396,ASSAULT_ON_WOMEN,MEDIUM,2006,AFTERNOON,1,synthetic
Sibsagar,Assam,23.860424,78.839648,CRUELTY_BY_HUSBAND,MEDIUM,2006,AFTERNOON,1,synthetic
Sonitpur,Assam,25.77007,92.475157,RAPE,HIGH,2006,EVENING,1,synthetic
Sonitpur,Assam,26.546905,93.067079,KIDNAPPING_ABDUCTION,HIGH,2006,MORNING,1,synthetic
Sonitpur,Assam,26.393446,92.974913,DOWRY_DEATH,HIGH,2006,MORNING,1,synthetic
Sonitpur,Assam,26.08076,92.577088,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Sonitpur,Assam,25.961373,92.608494,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
Tinsukia,Assam,26.306487,92.427177,RAPE,HIGH,2006,EVENING,1,synthetic
Tinsukia,Assam,26.427501,93.204644,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Tinsukia,Assam,26.275896,92.80703,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Tinsukia,Assam,26.166329,92.66596,ASSAULT_ON_WOMEN,MEDIUM,2006,EVENING,1,synthetic
Tinsukia,Assam,26.215222,93.093642,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
Udalguri,Assam,25.881557,93.242003,RAPE,HIGH,2006,AFTERNOON,1,synthetic
Udalguri,Assam,25.687285,93.438094,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Udalguri,Assam,26.620653,92.959559,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Udalguri,Assam,26.180328,93.256727,ASSAULT_ON_WOMEN,MEDIUM,2006,AFTERNOON,1,synthetic
Udalguri,Assam,26.556086,93.209461,CRUELTY_BY_HUSBAND,MEDIUM,2006,MORNING,1,synthetic
Total,Assam,25.983131,93.261451,RAPE,HIGH,2006,NIGHT,1,synthetic
Total,Assam,25.873067,92.88964,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Total,Assam,26.196206,92.585022,DOWRY_DEATH,HIGH,2006,EVENING,1,synthetic
Total,Assam,26.438433,93.159728,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Total,Assam,25.757822,92.936026,INSULT_TO_MODESTY,MEDIUM,2006,EVENING,1,synthetic
Total,Assam,26.334715,92.529999,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Araria,Bihar,24.989256,85.693383,RAPE,HIGH,2006,MORNING,1,synthetic
Araria,Bihar,25.008289,85.781378,KIDNAPPING_ABDUCTION,HIGH,2006,EVENING,1,synthetic
Araria,Bihar,24.907625,85.662124,DOWRY_DEATH,HIGH,2006,NIGHT,1,synthetic
Araria,Bihar,24.995126,85.527178,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Araria,Bihar,24.8182,85.703269,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
Arwal,Bihar,25.349137,85.148442,KIDNAPPING_ABDUCTION,HIGH,2006,EVENING,1,synthetic
Arwal,Bihar,24.800153,85.672945,DOWRY_DEATH,HIGH,2006,AFTERNOON,1,synthetic
Arwal,Bihar,25.754284,85.529996,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Arwal,Bihar,25.181735,85.069549,CRUELTY_BY_HUSBAND,MEDIUM,2006,EVENING,1,synthetic
Aurangabad,Bihar,20.082972,75.547185,RAPE,HIGH,2006,EVENING,1,synthetic
Aurangabad,Bihar,19.873604,75.398015,KIDNAPPING_ABDUCTION,HIGH,2006,NIGHT,1,synthetic
Aurangabad,Bihar,19.856887,75.500889,DOWRY_DEATH,HIGH,2006,MORNING,1,synthetic
Aurangabad,Bihar,19.808766,75.267232,ASSAULT_ON_WOMEN,MEDIUM,2006,NIGHT,1,synthetic
Aurangabad,Bihar,19.787743,75.374673,CRUELTY_BY_HUSBAND,MEDIUM,2006,NIGHT,1,synthetic
Bagaha,Bihar,24.843744,84.90385,RAPE,HIGH,2006,NIGHT,1,synthetic
Bagaha,Bihar,24.903433,85.471537,KIDNAPPING_ABDUCTION,HIGH,2006,MORNING,1,synthetic
Bagaha,Bihar,25.395652,85.366815,DOWRY_DEATH,HIGH,2006,EVENING,1,synthetic
