latitude,longitude,gridResolution,riskScore,riskLevel,crimeDensity,nightCrimeRate,severityScore,crimeCount,year
26.025,85.895,0.005,45.36,MODERATE,38.1972,1.0,30.24,1,
26.07,85.905,0.005,100.0,CRITICAL,181.0831,0.7891,67.36,2,
26.13,86.065,0.005,45.36,MODERATE,38.1972,1.0,30.24,1,
26.08,85.785,0.005,2.52,SAFE,2.1221,1.0,1.68,1,
26.13,85.885,0.005,1.8,SAFE,2.1221,0.0,1.2,1,
26.08,85.795,0.005,1.8,SAFE,2.1221,0.0,1.2,1,
26.245,85.885,0.005,2.52,SAFE,2.1221,1.0,1.68,1,
26.025,85.81,0.005,2.52,SAFE,2.1221,1.0,1.68,1,
26.265,85.82,0.005,63.84,HIGH,53.759,1.0,42.56,1,
26.115,85.935,0.005,63.84,HIGH,53.759,1.0,42.56,1,
26.08,85.87,0.005,63.84,HIGH,53.759,1.0,42.56,1,
26.1,85.805,0.005,45.6,MODERATE,53.759,0.0,30.4,1,
26.23,85.83,0.005,10.08,SAFE,2.8294,1.0,6.72,1,
26.34,85.875,0.005,10.08,SAFE,2.8294,1.0,6.72,1,
26.24,86.045,0.005,10.08,SAFE,2.8294,1.0,6.72,1,
26.05,85.86,0.005,10.08,SAFE,2.8294,1.0,6.72,1,
24.74,85.045,0.005,100.0,CRITICAL,48.8076,1.0,24.4533,3,
24.765,84.96,0.005,42.0,MODERATE,17.6839,1.0,28.0,1,
24.695,84.925,0.005,42.0,MODERATE,17.6839,1.0,28.0,1,
24.71,85.145,0.005,50.4,MODERATE,22.6354,0.7812,16.8,2,
24.78,85.12,0.005,42.0,MODERATE,17.6839,1.0,28.0,1,
24.715,84.875,0.005,84.0,CRITICAL,35.3678,1.0,56.0,1,
24.77,84.97,0.005,60.0,HIGH,35.3678,0.0,40.0,1,
24.655,84.97,0.005,84.0,CRITICAL,35.3678,1.0,56.0,1,
24.755,84.925,0.005,84.0,CRITICAL,35.3678,1.0,56.0,1,
24.87,84.925,0.005,84.0,CRITICAL,35.3678,1.0,56.0,1,
24.84,84.91,0.005,100.0,CRITICAL,149.2521,1.0,70.7467,3,
24.73,85.01,0.005,100.0,CRITICAL,134.3976,0.8842,102.88,2,
24.775,84.975,0.005,100.0,CRITICAL,118.8358,1.0,188.16,1,
24.86,85.035,0.005,100.0,CRITICAL,118.8358,1.0,188.16,1,
24.715,85.12,0.005,7.56,SAFE,6.3662,1.0,5.04,1,
24.755,84.955,0.005,100.0,CRITICAL,146.4227,0.9565,57.24,2,
24.75,84.925,0.005,7.56,SAFE,6.3662,1.0,5.04,1,
24.685,85.135,0.005,7.56,SAFE,6.3662,1.0,5.04,1,
25.025,85.31,0.005,100.0,CRITICAL,72.1503,1.0,57.12,2,
24.755,85.325,0.005,38.64,MODERATE,16.2692,1.0,25.76,1,
24.72,85.485,0.005,38.64,MODERATE,16.2692,1.0,25.76,1,
24.82,85.58,0.005,38.64,MODERATE,16.2692,1.0,25.76,1,
24.96,85.4,0.005,100.0,CRITICAL,120.9579,0.1345,32.5867,3,
24.98,85.475,0.005,75.6,HIGH,31.831,1.0,25.2,2,
24.8,85.415,0.005,57.12,MODERATE,24.0501,1.0,38.08,1,
24.76,85.445,0.005,40.8,MODERATE,24.0501,0.0,27.2,1,
24.755,85.515,0.005,57.12,MODERATE,24.0501,1.0,38.08,1,
24.93,85.395,0.005,100.0,CRITICAL,52.3443,1.0,27.6267,3,
24.845,85.51,0.005,38.4,MODERATE,22.6354,0.0,25.6,1,
24.905,85.46,0.005,53.76,MODERATE,22.6354,1.0,35.84,1,
24.855,85.425,0.005,53.76,MODERATE,22.6354,1.0,35.84,1,
24.95,85.285,0.005,38.4,MODERATE,22.6354,0.0,25.6,1,
24.8,85.33,0.005,37.44,MODERATE,25.4648,0.4444,12.48,2,
24.835,85.635,0.005,13.44,SAFE,11.3177,1.0,8.96,1,
24.84,85.505,0.005,13.44,SAFE,11.3177,1.0,8.96,1,
24.815,85.38,0.005,13.44,SAFE,11.3177,1.0,8.96,1,
24.84,85.34,0.005,100.0,CRITICAL,103.9813,1.0,41.16,2,
24.74,85.52,0.005,78.96,HIGH,66.4915,1.0,52.64,1,
24.885,85.29,0.005,63.6,HIGH,70.7356,0.0,21.2,2,
24.795,85.415,0.005,56.4,MODERATE,66.4915,0.0,37.6,1,
24.895,85.47,0.005,78.96,HIGH,66.4915,1.0,52.64,1,
24.84,85.555,0.005,48.72,MODERATE,20.5133,1.0,32.48,1,
24.895,85.505,0.005,48.72,MODERATE,20.5133,1.0,32.48,1,
24.87,85.665,0.005,48.72,MODERATE,20.5133,1.0,32.48,1,
24.915,85.38,0.005,100.0,CRITICAL,144.3006,0.3725,24.84,4,
24.965,85.5,0.005,36.72,MODERATE,17.6839,0.56,12.24,2,
24.825,85.385,0.005,16.8,SAFE,9.903,0.0,11.2,1,
24.92,85.58,0.005,23.52,SAFE,9.903,1.0,15.68,1,
25.055,85.58,0.005,23.52,SAFE,9.903,1.0,15.68,1,
24.83,85.405,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
24.775,85.515,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
24.945,85.355,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
24.885,85.505,0.005,55.92,MODERATE,43.1487,0.7869,12.4267,3,
24.835,85.465,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
24.9,85.57,0.005,10.68,SAFE,10.6103,0.4667,3.56,2,
24.91,85.67,0.005,1.2,SAFE,1.4147,0.0,0.8,1,
24.895,85.53,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
24.835,85.6,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
24.93,85.58,0.005,15.96,SAFE,13.4398,1.0,10.64,1,
24.86,85.55,0.005,15.96,SAFE,13.4398,1.0,10.64,1,
24.835,85.415,0.005,15.96,SAFE,13.4398,1.0,10.64,1,
24.93,85.535,0.005,29.4,SAFE,19.0986,1.0,9.8,2,
25.185,85.54,0.005,12.0,SAFE,7.0736,0.0,8.0,1,
25.325,85.74,0.005,16.8,SAFE,7.0736,1.0,11.2,1,
25.225,85.715,0.005,16.8,SAFE,7.0736,1.0,11.2,1,
25.375,85.55,0.005,19.32,SAFE,9.1956,1.0,6.44,2,
25.39,85.61,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
25.335,85.58,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
25.445,85.54,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
25.3,85.59,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
25.305,85.565,0.005,10.08,SAFE,10.6103,0.0667,3.36,2,
25.32,85.445,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
25.36,85.605,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
25.195,85.635,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
25.345,85.525,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
25.32,85.565,0.005,18.0,SAFE,10.6103,0.0,12.0,1,
25.14,85.64,0.005,100.0,CRITICAL,51.637,1.0,39.48,2,
25.24,85.535,0.005,41.16,MODERATE,19.0986,1.0,13.72,2,
25.285,85.625,0.005,3.0,SAFE,3.5368,0.0,2.0,1,
25.47,85.45,0.005,3.0,SAFE,3.5368,0.0,2.0,1,
25.2,85.685,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
25.28,85.61,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
25.395,85.515,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
25.275,85.575,0.005,4.68,SAFE,4.9515,0.2857,1.56,2,
25.255,85.305,0.005,100.0,CRITICAL,131.5682,1.0,54.18,4,
25.325,85.4,0.005,100.0,CRITICAL,58.0032,1.0,91.84,1,
25.065,85.455,0.005,52.08,MODERATE,21.928,1.0,34.72,1,
25.15,85.385,0.005,52.08,MODERATE,21.928,1.0,34.72,1,
25.33,85.41,0.005,37.2,MODERATE,21.928,0.0,24.8,1,
25.255,85.47,0.005,100.0,CRITICAL,983.9321,0.0223,365.5733,3,
25.16,85.39,0.005,57.12,MODERATE,24.0501,1.0,19.04,2,
25.45,85.385,0.005,58.8,MODERATE,24.7575,1.0,39.2,1,
25.155,85.415,0.005,74.76,HIGH,52.3443,0.527,16.6133,3,
25.275,85.35,0.005,58.8,MODERATE,24.7575,1.0,39.2,1,
25.065,85.31,0.005,58.8,MODERATE,24.7575,1.0,39.2,1,
25.26,85.4,0.005,100.0,CRITICAL,66.4915,1.0,43.4,2,
25.2,85.43,0.005,27.72,SAFE,23.3427,1.0,18.48,1,
25.115,85.24,0.005,27.72,SAFE,23.3427,1.0,18.48,1,
25.115,85.51,0.005,27.72,SAFE,23.3427,1.0,18.48,1,
25.285,85.54,0.005,27.72,SAFE,23.3427,1.0,18.48,1,
25.235,85.405,0.005,5.04,SAFE,4.2441,1.0,3.36,1,
25.225,85.505,0.005,77.28,HIGH,34.6604,1.0,25.76,2,
25.11,85.515,0.005,58.2,MODERATE,50.2223,0.9155,19.4,2,
25.14,85.275,0.005,24.36,SAFE,20.5133,1.0,16.24,1,
25.095,85.275,0.005,76.2,HIGH,45.2708,0.5469,16.9333,3,
25.07,85.315,0.005,100.0,CRITICAL,67.9062,1.0,30.4267,3,
25.27,85.475,0.005,24.36,SAFE,20.5133,1.0,16.24,1,
25.155,85.335,0.005,32.76,MODERATE,25.4648,0.8056,10.92,2,
25.345,85.4,0.005,3.6,SAFE,2.1221,0.0,2.4,1,
25.375,85.315,0.005,72.48,HIGH,31.1237,0.9318,24.16,2,
25.45,85.315,0.005,3.6,SAFE,2.1221,0.0,2.4,1,
25.275,85.215,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
25.36,85.375,0.005,3.6,SAFE,2.1221,0.0,2.4,1,
25.225,85.34,0.005,20.52,SAFE,19.0986,0.1481,6.84,2,
25.48,85.22,0.005,6.72,SAFE,2.8294,1.0,4.48,1,
25.375,85.38,0.005,6.72,SAFE,2.8294,1.0,4.48,1,
25.46,85.34,0.005,6.72,SAFE,2.8294,1.0,4.48,1,
25.37,85.35,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
25.235,85.43,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
25.245,85.425,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
25.46,85.36,0.005,44.88,MODERATE,19.0986,0.963,14.96,2,
25.42,85.34,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
25.31,85.245,0.005,96.6,CRITICAL,41.0266,1.0,21.4667,3,
25.275,85.32,0.005,26.04,SAFE,11.3177,1.0,8.68,2,
25.395,85.23,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
25.31,85.48,0.005,100.0,CRITICAL,129.4461,0.0055,73.08,2,
24.93,84.975,0.005,36.96,MODERATE,15.5618,1.0,24.64,1,
24.835,84.995,0.005,36.96,MODERATE,15.5618,1.0,24.64,1,
25.03,85.04,0.005,36.96,MODERATE,15.5618,1.0,24.64,1,
24.81,85.02,0.005,36.96,MODERATE,15.5618,1.0,24.64,1,
24.935,84.95,0.005,18.0,SAFE,10.6103,0.0,12.0,1,
24.83,85.145,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
24.92,84.96,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
24.82,85.135,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
24.82,84.98,0.005,5.04,SAFE,4.2441,1.0,3.36,1,
25.05,85.06,0.005,11.76,SAFE,7.0736,1.0,3.92,2,
24.89,85.205,0.005,5.04,SAFE,4.2441,1.0,3.36,1,
24.95,85.005,0.005,5.04,SAFE,4.2441,1.0,3.36,1,
24.98,84.865,0.005,7.2,SAFE,8.4883,0.0,4.8,1,
24.975,84.92,0.005,10.08,SAFE,8.4883,1.0,6.72,1,
24.965,84.985,0.005,10.08,SAFE,8.4883,1.0,6.72,1,
24.935,85.415,0.005,100.0,CRITICAL,57.2958,1.0,90.72,1,
24.96,85.365,0.005,100.0,CRITICAL,71.4429,0.0,40.4,2,
25.3,85.295,0.005,97.2,CRITICAL,57.2958,0.0,64.8,1,
25.19,85.43,0.005,100.0,CRITICAL,99.7372,0.4255,49.2,2,
25.0,85.455,0.005,100.0,CRITICAL,481.002,1.0,139.8133,3,
25.005,85.375,0.005,100.0,CRITICAL,48.8076,1.0,77.28,1,
25.055,85.255,0.005,100.0,CRITICAL,48.8076,1.0,77.28,1,
24.96,85.47,0.005,100.0,CRITICAL,65.7841,1.0,45.36,2,
25.055,85.215,0.005,100.0,CRITICAL,50.9296,1.0,40.32,2,
25.06,85.385,0.005,15.12,SAFE,6.3662,1.0,10.08,1,
25.165,85.355,0.005,15.12,SAFE,6.3662,1.0,10.08,1,
24.97,85.33,0.005,47.88,MODERATE,40.3193,1.0,31.92,1,
25.08,85.245,0.005,47.88,MODERATE,40.3193,1.0,31.92,1,
24.975,85.37,0.005,84.84,CRITICAL,71.4429,1.0,28.28,2,
25.085,85.255,0.005,76.68,HIGH,57.2958,0.7037,25.56,2,
29.145,75.545,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
29.125,75.64,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
29.22,75.775,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
29.135,75.635,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
29.0,75.685,0.005,28.56,SAFE,12.0251,1.0,19.04,1,
29.105,75.79,0.005,61.8,HIGH,31.831,0.4,13.7333,3,
29.135,75.685,0.005,20.4,SAFE,12.0251,0.0,13.6,1,
29.145,75.845,0.005,20.4,SAFE,12.0251,0.0,13.6,1,
29.215,75.71,0.005,28.56,SAFE,12.0251,1.0,19.04,1,
29.195,75.7,0.005,23.52,SAFE,9.903,1.0,15.68,1,
29.045,75.545,0.005,23.52,SAFE,9.903,1.0,15.68,1,
29.23,75.62,0.005,23.52,SAFE,9.903,1.0,15.68,1,
29.21,75.835,0.005,48.72,MODERATE,20.5133,1.0,16.24,2,
29.105,75.735,0.005,23.52,SAFE,9.903,1.0,15.68,1,
29.09,75.7,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
29.02,75.765,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
29.095,75.815,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
29.075,75.595,0.005,6.0,SAFE,7.0736,0.0,4.0,1,
29.23,75.625,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
29.175,75.735,0.005,3.0,SAFE,3.5368,0.0,2.0,1,
29.285,75.745,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
29.14,75.77,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
28.975,75.685,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
29.145,75.8,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
24.965,85.53,0.005,42.0,MODERATE,21.928,0.3226,14.0,2,
24.875,85.555,0.005,12.0,SAFE,7.0736,0.0,8.0,1,
24.895,85.46,0.005,12.0,SAFE,7.0736,0.0,8.0,1,
24.935,85.575,0.005,20.16,SAFE,9.903,1.0,6.72,2,
24.795,85.51,0.005,12.0,SAFE,7.0736,0.0,8.0,1,
24.985,85.495,0.005,16.8,SAFE,7.0736,1.0,11.2,1,
24.915,85.525,0.005,16.8,SAFE,7.0736,1.0,11.2,1,
24.955,85.385,0.005,19.8,SAFE,10.6103,0.6667,6.6,2,
24.955,85.59,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
24.995,85.49,0.005,100.0,CRITICAL,1007.9822,0.0084,571.92,2,
25.115,85.55,0.005,100.0,CRITICAL,87.0048,1.0,37.8,2,
24.97,85.455,0.005,100.0,CRITICAL,46.6855,1.0,35.84,2,
24.99,85.44,0.005,2.4,SAFE,2.8294,0.0,1.6,1,
24.91,85.48,0.005,3.36,SAFE,2.8294,1.0,2.24,1,
25.0,85.475,0.005,2.4,SAFE,2.8294,0.0,1.6,1,
24.925,85.52,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
24.81,85.52,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
25.04,85.42,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
24.9,85.515,0.005,4.2,SAFE,4.9515,0.0,2.8,1,
24.88,85.015,0.005,97.44,CRITICAL,41.0266,1.0,64.96,1,
24.835,85.11,0.005,97.44,CRITICAL,41.0266,1.0,64.96,1,
24.975,84.945,0.005,97.44,CRITICAL,41.0266,1.0,64.96,1,
24.815,84.975,0.005,69.6,HIGH,41.0266,0.0,46.4,1,
24.805,85.045,0.005,77.76,HIGH,42.4414,0.2,25.92,2,
25.025,85.03,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
24.985,85.055,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
24.965,85.1,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
24.99,85.035,0.005,23.52,SAFE,11.3177,1.0,7.84,2,
24.94,85.18,0.005,16.8,SAFE,7.0736,1.0,11.2,1,
24.8,85.125,0.005,47.04,MODERATE,19.806,1.0,15.68,2,
24.935,85.145,0.005,28.8,SAFE,14.1471,0.5,9.6,2,
24.945,85.235,0.005,12.0,SAFE,7.0736,0.0,8.0,1,
24.885,85.12,0.005,67.2,HIGH,33.2457,1.0,22.4,2,
25.13,85.06,0.005,94.08,CRITICAL,45.9781,0.7846,31.36,2,
24.81,85.08,0.005,73.92,HIGH,36.0752,1.0,24.64,2,
24.86,85.12,0.005,11.76,SAFE,9.903,1.0,7.84,1,
24.905,85.005,0.005,11.76,SAFE,9.903,1.0,7.84,1,
24.655,85.03,0.005,8.4,SAFE,9.903,0.0,5.6,1,
24.945,84.995,0.005,11.76,SAFE,9.903,1.0,7.84,1,
24.835,85.075,0.005,8.4,SAFE,9.903,0.0,5.6,1,
25.05,85.42,0.005,36.96,MODERATE,15.5618,1.0,24.64,1,
25.07,85.64,0.005,36.96,MODERATE,15.5618,1.0,24.64,1,
24.98,85.56,0.005,36.96,MODERATE,15.5618,1.0,24.64,1,
25.08,85.45,0.005,63.84,HIGH,26.8795,1.0,42.56,1,
25.09,85.615,0.005,65.04,HIGH,28.2942,0.95,21.68,2,
25.065,85.63,0.005,85.68,CRITICAL,36.0752,1.0,57.12,1,
25.245,85.62,0.005,85.68,CRITICAL,36.0752,1.0,57.12,1,
25.165,85.445,0.005,85.68,CRITICAL,36.0752,1.0,57.12,1,
25.045,85.585,0.005,85.68,CRITICAL,36.0752,1.0,57.12,1,
25.15,85.625,0.005,93.24,CRITICAL,42.4414,1.0,31.08,2,
25.145,85.445,0.005,53.76,MODERATE,38.1972,1.0,11.9467,3,
25.12,85.57,0.005,9.24,SAFE,7.7809,1.0,6.16,1,
25.075,85.6,0.005,9.24,SAFE,7.7809,1.0,6.16,1,
25.145,85.495,0.005,26.64,SAFE,28.2942,0.275,8.88,2,
25.045,85.48,0.005,10.08,SAFE,8.4883,1.0,3.36,2,
24.955,85.585,0.005,31.08,MODERATE,26.1722,1.0,20.72,1,
25.065,85.595,0.005,69.24,HIGH,65.7841,0.6022,23.08,2,
25.15,85.62,0.005,59.64,MODERATE,50.2223,1.0,19.88,2,
25.09,85.78,0.005,31.08,MODERATE,26.1722,1.0,20.72,1,
25.15,85.505,0.005,57.96,MODERATE,21.2207,1.0,12.88,3,
25.165,85.51,0.005,66.36,HIGH,26.1722,1.0,22.12,2,
25.06,85.64,0.005,9.0,SAFE,3.5368,0.0,6.0,1,
25.02,85.7,0.005,12.6,SAFE,3.5368,1.0,8.4,1,
25.1,85.61,0.005,12.6,SAFE,3.5368,1.0,8.4,1,
24.86,85.165,0.005,65.52,HIGH,27.5869,1.0,21.84,2,
24.85,85.085,0.005,21.84,SAFE,9.1956,1.0,14.56,1,
24.925,85.135,0.005,21.84,SAFE,9.1956,1.0,14.56,1,
24.83,85.195,0.005,54.48,MODERATE,24.7575,0.7429,12.1067,3,
24.77,85.35,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
24.85,85.07,0.005,38.64,MODERATE,16.2692,1.0,12.88,2,
25.02,85.14,0.005,18.48,SAFE,10.6103,1.0,6.16,2,
24.76,85.14,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
24.775,85.225,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
24.84,85.175,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
24.88,85.215,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
24.92,85.145,0.005,6.0,SAFE,7.0736,0.0,4.0,1,
24.73,85.055,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
24.93,85.225,0.005,33.6,MODERATE,28.2942,1.0,22.4,1,
24.92,85.225,0.005,33.6,MODERATE,28.2942,1.0,22.4,1,
25.955,85.49,0.005,80.64,CRITICAL,33.9531,1.0,53.76,1,
26.0,85.325,0.005,80.64,CRITICAL,33.9531,1.0,53.76,1,
26.065,85.305,0.005,80.64,CRITICAL,33.9531,1.0,53.76,1,
26.15,85.415,0.005,57.6,MODERATE,33.9531,0.0,38.4,1,
26.23,85.375,0.005,38.64,MODERATE,16.2692,1.0,25.76,1,
26.025,85.33,0.005,38.64,MODERATE,16.2692,1.0,25.76,1,
26.18,85.295,0.005,38.64,MODERATE,16.2692,1.0,25.76,1,
26.015,85.36,0.005,27.6,SAFE,16.2692,0.0,18.4,1,
26.105,85.375,0.005,38.64,MODERATE,16.2692,1.0,25.76,1,
26.01,85.345,0.005,100.0,CRITICAL,45.9781,1.0,72.8,1,
26.14,85.415,0.005,78.0,HIGH,45.9781,0.0,52.0,1,
26.025,85.225,0.005,100.0,CRITICAL,45.9781,1.0,72.8,1,
26.15,85.525,0.005,100.0,CRITICAL,45.9781,1.0,72.8,1,
26.085,85.475,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
26.095,85.24,0.005,4.2,SAFE,4.9515,0.0,2.8,1,
26.07,85.315,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
26.1,85.39,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
26.045,85.375,0.005,100.0,CRITICAL,111.7622,1.0,67.48,2,
26.125,85.44,0.005,45.0,MODERATE,53.0517,0.0,30.0,1,
26.105,85.365,0.005,100.0,CRITICAL,106.8107,0.4967,51.4,2,
26.07,85.415,0.005,46.2,MODERATE,53.759,0.0,15.4,2,
26.155,85.415,0.005,45.0,MODERATE,53.0517,0.0,30.0,1,
26.105,85.36,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
26.1,85.36,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
26.02,85.39,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
26.005,85.37,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
26.21,85.32,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
26.215,85.33,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
26.045,85.42,0.005,0.6,SAFE,0.7074,0.0,0.4,1,
26.11,85.355,0.005,0.6,SAFE,0.7074,0.0,0.4,1,
26.075,85.57,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
26.185,85.3,0.005,0.6,SAFE,0.7074,0.0,0.4,1,
26.02,85.325,0.005,2.52,SAFE,2.1221,1.0,1.68,1,
26.08,85.355,0.005,2.52,SAFE,2.1221,1.0,1.68,1,
26.12,85.365,0.005,1.8,SAFE,2.1221,0.0,1.2,1,
26.265,85.385,0.005,1.8,SAFE,2.1221,0.0,1.2,1,
26.135,85.305,0.005,2.52,SAFE,2.1221,1.0,1.68,1,
25.175,85.39,0.005,80.64,CRITICAL,33.9531,1.0,26.88,2,
25.015,85.38,0.005,52.08,MODERATE,21.928,1.0,34.72,1,
25.085,85.555,0.005,100.0,CRITICAL,45.9781,1.0,36.4,2,
25.185,85.45,0.005,52.08,MODERATE,21.928,1.0,34.72,1,
25.2,85.455,0.005,58.8,MODERATE,24.7575,1.0,39.2,1,
25.31,85.335,0.005,70.56,HIGH,29.7089,1.0,23.52,2,
25.17,85.43,0.005,58.8,MODERATE,24.7575,1.0,39.2,1,
25.18,85.485,0.005,100.0,CRITICAL,44.5634,1.0,70.56,1,
25.195,85.505,0.005,75.6,HIGH,44.5634,0.0,50.4,1,
25.125,85.46,0.005,100.0,CRITICAL,44.5634,1.0,70.56,1,
25.005,85.455,0.005,100.0,CRITICAL,51.637,1.0,40.88,2,
25.09,85.5,0.005,27.0,SAFE,31.831,0.0,18.0,1,
25.095,85.455,0.005,76.44,HIGH,64.3694,1.0,16.9867,3,
25.225,85.36,0.005,37.8,MODERATE,31.831,1.0,25.2,1,
25.115,85.59,0.005,37.8,MODERATE,31.831,1.0,25.2,1,
25.11,85.325,0.005,37.8,MODERATE,31.831,1.0,25.2,1,
25.155,85.425,0.005,54.6,MODERATE,64.3694,0.0,18.2,2,
25.09,85.46,0.005,69.12,HIGH,70.0282,0.0909,23.04,2,
25.08,85.685,0.005,75.6,HIGH,63.662,1.0,50.4,1,
25.22,85.37,0.005,69.12,HIGH,70.0282,0.0909,23.04,2,
25.205,85.505,0.005,14.64,SAFE,6.3662,0.8889,4.88,2,
25.39,85.525,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
25.46,85.43,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
25.41,85.455,0.005,9.6,SAFE,5.6588,0.0,6.4,1,
25.435,85.325,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
25.25,85.495,0.005,4.8,SAFE,2.8294,0.0,3.2,1,
25.125,85.635,0.005,6.72,SAFE,2.8294,1.0,4.48,1,
25.285,85.655,0.005,1.2,SAFE,0.7074,0.0,0.8,1,
25.33,85.325,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
25.175,85.56,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
25.445,85.555,0.005,1.2,SAFE,0.7074,0.0,0.8,1,
25.225,85.455,0.005,87.36,CRITICAL,36.7825,1.0,29.12,2,
25.23,85.48,0.005,10.2,SAFE,12.0251,0.0,6.8,1,
25.32,85.51,0.005,69.72,HIGH,27.5869,1.0,23.24,2,
25.29,85.5,0.005,10.2,SAFE,12.0251,0.0,6.8,1,
25.165,85.16,0.005,33.6,MODERATE,14.1471,1.0,22.4,1,
25.17,85.225,0.005,33.6,MODERATE,14.1471,1.0,22.4,1,
25.16,85.25,0.005,24.0,SAFE,14.1471,0.0,16.0,1,
25.01,85.29,0.005,33.6,MODERATE,14.1471,1.0,22.4,1,
25.14,85.37,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
25.065,85.205,0.005,31.08,MODERATE,15.5618,1.0,10.36,2,
25.16,85.095,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
25.065,85.225,0.005,36.0,MODERATE,21.2207,0.0,12.0,2,
25.05,85.265,0.005,40.32,MODERATE,16.9765,1.0,26.88,1,
25.22,85.355,0.005,79.92,HIGH,40.3193,0.4211,17.76,3,
25.065,85.235,0.005,54.0,MODERATE,38.1972,0.5556,18.0,2,
25.1,85.115,0.005,58.2,MODERATE,38.1972,0.5556,12.9333,3,
25.125,85.12,0.005,66.36,HIGH,31.1237,1.0,14.7467,3,
25.07,85.17,0.005,7.56,SAFE,6.3662,1.0,5.04,1,
25.16,85.195,0.005,7.56,SAFE,6.3662,1.0,5.04,1,
25.075,85.13,0.005,71.16,HIGH,43.8561,0.1452,23.72,2,
25.205,85.22,0.005,8.88,SAFE,9.903,0.1429,2.96,2,
25.12,85.2,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
25.075,85.215,0.005,62.16,HIGH,52.3443,1.0,20.72,2,
25.08,85.225,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
25.2,85.06,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
25.045,85.07,0.005,15.12,SAFE,12.7324,1.0,10.08,1,
25.135,85.18,0.005,15.12,SAFE,12.7324,1.0,10.08,1,
25.165,85.265,0.005,10.8,SAFE,12.7324,0.0,7.2,1,
